지점,일시,기온,강수량,풍속,습도,일조시간,적설량,지면온도,지중온도
108,2020-03-13 14:00,7.9,,3.7,21,1,,18.9,7.2
108,2020-03-13 15:00,8.1,,4.7,21,1,,18.3,7.4
108,2020-03-13 16:00,6.6,,4,22,0.9,,13.5,7.5
108,2020-03-13 17:00,5.9,,3.9,21,0.9,,10.1,7.7
108,2020-03-13 18:00,5.1,,4.4,22,1,,6.6,7.9
108,2020-03-13 19:00,4.2,,4.4,22,0.1,,3.6,8.1
108,2020-03-13 20:00,3.6,,5.4,26,,,2.3,8.2
108,2020-03-13 21:00,2.7,,4.6,29,,,1.3,8.2
108,2020-03-13 22:00,1.6,,4.4,33,,,0.6,8.1
108,2020-03-13 23:00,0.5,,3.3,39,,,-0.1,8.1
108,2020-03-14 0:00,-0.1,,1.7,42,,,0,8
108,2020-03-14 1:00,-1,,1.3,44,,,-0.3,7.9
108,2020-03-14 2:00,-1.2,,2.3,46,,,-0.5,7.7
108,2020-03-14 3:00,-1.7,,1.4,49,,,-0.7,7.6
108,2020-03-14 4:00,-2.2,,0.7,50,,,-0.9,7.4
108,2020-03-14 5:00,-2.5,,1.7,51,,,-1.2,7.3
108,2020-03-14 6:00,-2.5,,1.6,51,,,-1.3,7.2
108,2020-03-14 7:00,-2.6,,1.4,49,0,,-1.4,7
108,2020-03-14 8:00,-1.5,,1.4,42,1,,-1.1,6.8
108,2020-03-14 9:00,1,,2,39,1,,-0.2,6.7
108,2020-03-14 10:00,3.2,,1.9,33,1,,4.1,6.5
108,2020-03-14 11:00,5.3,,2.2,25,1,,12.5,6.4
108,2020-03-14 12:00,7,,3.6,25,1,,16.4,6.3
108,2020-03-14 13:00,8.1,,3.8,33,1,,19.2,6.3
108,2020-03-14 14:00,8,,5.4,35,1,,19.2,6.3
108,2020-03-14 15:00,8.3,,4.4,36,1,,17.9,6.5
108,2020-03-14 16:00,7.5,,6.2,44,0.9,,13.3,6.7
108,2020-03-14 17:00,7.4,,4.3,49,0.8,,10.5,6.8
108,2020-03-14 18:00,7.1,,3.8,48,0.3,,8.2,7.1
108,2020-03-14 19:00,6.3,,5.3,53,0,,5.8,7.3
108,2020-03-14 20:00,6.1,,5.2,58,,,5.6,7.4
108,2020-03-14 21:00,5.7,,3.9,65,,,5.2,7.4
108,2020-03-14 22:00,5.3,,3.5,72,,,4.7,7.5
108,2020-03-14 23:00,4.6,,2.9,77,,,3.3,7.4
108,2020-03-15 0:00,4,,2,72,,,2.3,7.5
108,2020-03-15 1:00,3.4,,1.9,71,,,1.7,7.5
108,2020-03-15 2:00,3.1,,1.4,71,,,1.2,7.5
108,2020-03-15 3:00,2.8,,2.2,76,,,0.9,7.3
108,2020-03-15 4:00,2.5,,1.7,80,,,0.7,7.3
108,2020-03-15 5:00,2.6,,1.6,79,,,0.9,7.2
108,2020-03-15 6:00,2.6,,1.4,77,,,1.3,7.1
108,2020-03-15 7:00,3.1,,1.9,74,0,,2.1,7
108,2020-03-15 8:00,4.2,,2.4,72,0,,3.9,7
108,2020-03-15 9:00,4.5,,3.3,64,0.2,,4.9,6.8
108,2020-03-15 10:00,6.3,,3.4,39,1,,11,6.7
108,2020-03-15 11:00,7,,7.3,24,1,,13.7,6.7
108,2020-03-15 12:00,7.9,,5.3,27,1,,17.3,6.6
108,2020-03-15 13:00,7.7,,5.9,24,1,,16.3,6.7
108,2020-03-15 14:00,8.1,,5,20,1,,17.1,6.8
108,2020-03-15 15:00,7.2,,6.9,20,1,,17.5,6.9
108,2020-03-15 16:00,6.3,,6.9,23,1,,15.2,7.1
108,2020-03-15 17:00,5,,6.3,25,0.3,,8.5,7.2
108,2020-03-15 18:00,4.4,,5.1,27,0.7,,6.1,7.3
108,2020-03-15 19:00,3.2,,5.2,31,0.3,,3.9,7.5
108,2020-03-15 20:00,2.5,,5,36,,,2.6,7.6
108,2020-03-15 21:00,1.8,,2.9,43,,,1.5,7.6
108,2020-03-15 22:00,1.2,,3,46,,,0.9,7.6
108,2020-03-15 23:00,0.8,,2.4,50,,,0.1,7.5
108,2020-03-16 0:00,0.4,,2.7,52,,,0,7.5
108,2020-03-16 1:00,0.2,,2.7,51,,,-0.2,7.4
108,2020-03-16 2:00,0.3,,4.1,48,,,-0.3,7.2
108,2020-03-16 3:00,0,,3.1,49,,,-0.4,7.1
108,2020-03-16 4:00,-0.9,,0.9,52,,,-0.7,7
108,2020-03-16 5:00,-1.1,,2,52,,,-0.9,6.9
108,2020-03-16 6:00,-1.9,,0.3,55,,,-1.2,6.8
108,2020-03-16 7:00,-2.1,,1,54,0,,-1.4,6.7
108,2020-03-16 8:00,-1.1,,1.9,44,1,,-0.9,6.5
108,2020-03-16 9:00,1.8,,2,39,1,,-0.1,6.4
108,2020-03-16 10:00,3.8,,1.4,35,1,,7.5,6.2
108,2020-03-16 11:00,5.7,,2.4,33,1,,14.3,6.2
108,2020-03-16 12:00,7.6,,3,27,1,,19.2,6.1
108,2020-03-16 13:00,8.1,,3.5,22,1,,21.8,6.1
108,2020-03-16 14:00,8.5,,4.9,19,1,,22.5,6.1
108,2020-03-16 15:00,8.5,,4,20,1,,21.7,6.3
108,2020-03-16 16:00,8.2,,4.7,19,1,,18.9,6.6
108,2020-03-16 17:00,7.7,,4.4,28,1,,14.6,6.8
108,2020-03-16 18:00,6.2,,3.6,31,1,,8.5,7
108,2020-03-16 19:00,4.7,,2.3,42,0.3,,5.4,7.3
108,2020-03-16 20:00,3.8,,2.8,47,,,3.9,7.4
108,2020-03-16 21:00,3.3,,2.5,55,,,3,7.6
108,2020-03-16 22:00,3,,3.4,60,,,2.5,7.6
108,2020-03-16 23:00,2.9,,3.2,62,,,2.1,7.6
108,2020-03-17 0:00,3.3,,2.6,63,,,2.7,7.6
108,2020-03-17 1:00,3.2,,2.4,66,,,2.4,7.5
108,2020-03-17 2:00,3.4,,2.4,67,,,3.3,7.5
108,2020-03-17 3:00,3.8,,2.4,68,,,3.8,7.3
108,2020-03-17 4:00,4.1,,2.9,69,,,4.1,7.3
108,2020-03-17 5:00,4.4,,1.9,70,,,4.2,7.1
108,2020-03-17 6:00,4.6,,1.2,70,,,4.4,7.1
108,2020-03-17 7:00,4.7,,1.3,71,0,,4.5,7
108,2020-03-17 8:00,4.9,,0.9,69,0,,4.8,7
108,2020-03-17 9:00,4.9,,1.3,69,0,,5,7
108,2020-03-17 10:00,5,,1.4,70,0,,5.1,6.9
108,2020-03-17 11:00,5.4,,0.9,70,0,,6.1,6.9
108,2020-03-17 12:00,6,,1.1,69,0,,7.1,6.9
108,2020-03-17 13:00,7.1,,0.9,65,0,,9.2,6.9
108,2020-03-17 14:00,9.3,,2,60,0.4,,13.2,6.9
108,2020-03-17 15:00,10.6,,1.9,54,0.5,,16.9,6.9
108,2020-03-17 16:00,12,,4.3,54,1,,17.4,7
108,2020-03-17 17:00,11.7,,4.6,55,1,,15,7
108,2020-03-17 18:00,10.8,,3.1,52,1,,10,7.1
108,2020-03-17 19:00,9,,3.4,58,0.3,,7.2,7.2
108,2020-03-17 20:00,8,,1.8,64,,,5.5,7.3
108,2020-03-17 21:00,7.1,,0.6,67,,,4.1,7.5
108,2020-03-17 22:00,6.5,,1,69,,,3.4,7.5
108,2020-03-17 23:00,5.7,,1.3,74,,,2.4,7.6
108,2020-03-18 0:00,5.2,,1.4,77,,,1.7,7.5
108,2020-03-18 1:00,4.9,,0.9,77,,,1.4,7.4
108,2020-03-18 2:00,4.2,,1.6,81,,,1,7.4
108,2020-03-18 3:00,3.7,,1.5,84,,,0.6,7.3
108,2020-03-18 4:00,3.6,,0.6,82,,,0.5,7.2
108,2020-03-18 5:00,3.4,,0.6,83,,,0.3,7.1
108,2020-03-18 6:00,3.1,,0,87,,,0,7
108,2020-03-18 7:00,3,,1.4,88,0,,0.2,6.9
108,2020-03-18 8:00,3.4,,1.6,80,0.8,,1.3,6.8
108,2020-03-18 9:00,5.9,,1.7,69,1,,5.7,6.7
108,2020-03-18 10:00,8.6,,2.1,55,1,,12.7,6.6
108,2020-03-18 11:00,11.3,,2,46,1,,18.1,6.6
108,2020-03-18 12:00,13.2,,3.5,30,1,,22.8,6.4
108,2020-03-18 13:00,14.9,,3,23,1,,25.7,6.6
108,2020-03-18 14:00,16,,3.6,19,1,,27.1,6.7
108,2020-03-18 15:00,16.6,,2.6,20,1,,26,6.9
108,2020-03-18 16:00,16.9,,3.8,16,1,,23.5,7.2
108,2020-03-18 17:00,16.7,,2.9,19,1,,19.4,7.5
108,2020-03-18 18:00,15.7,,2,23,1,,13.5,7.9
108,2020-03-18 19:00,13.9,,1.8,29,0.3,,9.9,8.1
108,2020-03-18 20:00,13,,2.8,24,,,8.3,8.3
108,2020-03-18 21:00,11.8,,1.4,26,,,6.7,8.5
108,2020-03-18 22:00,10.8,,1.2,26,,,5.7,8.5
108,2020-03-18 23:00,10.6,,0.2,24,,,4.9,8.6
108,2020-03-19 0:00,10,,1.1,27,,,4.5,8.6
108,2020-03-19 1:00,10.3,,1.2,34,,,4.6,8.6
108,2020-03-19 2:00,10.8,,2.2,44,,,5,8.5
108,2020-03-19 3:00,10.9,,2,56,,,5.3,8.4
108,2020-03-19 4:00,11.1,,1.9,59,,,5.6,8.3
108,2020-03-19 5:00,11.4,,3.2,59,,,6,8.2
108,2020-03-19 6:00,11.5,,3.8,60,,,6.4,8.2
108,2020-03-19 7:00,12,,6,65,0,,7.8,8.1
108,2020-03-19 8:00,11.6,,5.3,69,0,,8.9,8.1
108,2020-03-19 9:00,10.1,,5.8,73,0,,8.7,8
108,2020-03-19 10:00,8.4,,4.8,76,0,,8.5,8
108,2020-03-19 11:00,9.6,,7.2,47,0.8,,15.3,7.9
108,2020-03-19 12:00,9.7,,6.6,46,1,,20,7.9
108,2020-03-19 13:00,9,,5.7,40,0.7,,15.9,8
108,2020-03-19 14:00,9.2,,4.9,41,0.9,,20.1,8
108,2020-03-19 15:00,9.5,0,7.6,39,1,,20,8.1
108,2020-03-19 16:00,9.8,,6.6,35,1,,19.7,8.3
108,2020-03-19 17:00,9.2,,6,38,1,,15.3,8.4
108,2020-03-19 18:00,8.5,,5.5,38,1,,10.5,8.5
108,2020-03-19 19:00,7.7,,4.5,33,0.3,,7.8,8.6
108,2020-03-19 20:00,7.4,,5.1,34,,,6.2,8.8
108,2020-03-19 21:00,7.1,,4.5,36,,,5.5,8.9
108,2020-03-19 22:00,6.6,,4.3,39,,,4.8,8.9
108,2020-03-19 23:00,6.2,,3.6,43,,,4.2,8.8
108,2020-03-20 0:00,5.8,,3.1,44,,,3.6,8.8
108,2020-03-20 1:00,5.4,,2.7,50,,,3.2,8.7
108,2020-03-20 2:00,4.9,,2.2,52,,,2.6,8.6
108,2020-03-20 3:00,4.7,,3.1,56,,,2.4,8.5
108,2020-03-20 4:00,4.3,,1.5,58,,,1.8,8.5
108,2020-03-20 5:00,3.8,,0.8,63,,,1.2,8.4
108,2020-03-20 6:00,3.4,,0.6,66,,,0.6,8.2
108,2020-03-20 7:00,3.2,,0.1,66,0.1,,0.5,8.1
108,2020-03-20 8:00,4.9,,2.5,61,1,,2.3,8
108,2020-03-20 9:00,7.3,,2.8,58,1,,6.6,7.8
108,2020-03-20 10:00,9.1,,2.6,50,1,,13.7,7.8
108,2020-03-20 11:00,10.8,,3.7,43,1,,19.3,7.6
108,2020-03-20 12:00,12.6,,3.9,22,1,,23.4,7.6
108,2020-03-20 13:00,13.3,,5.6,22,1,,25.5,7.6
108,2020-03-20 14:00,13.5,,4.9,19,1,,25.8,7.7
108,2020-03-20 15:00,13.3,,5.4,16,1,,23.9,8
108,2020-03-20 16:00,13,,5.1,16,1,,21.4,8.2
108,2020-03-20 17:00,12.5,,5.2,22,1,,16.7,8.4
108,2020-03-20 18:00,11.4,,3.9,27,0.9,,11.9,8.6
108,2020-03-20 19:00,10.6,,6.1,26,0,,9.2,8.8
108,2020-03-20 20:00,10,,4.1,28,,,7.7,9
108,2020-03-20 21:00,9.3,,3.9,30,,,6.6,9.1
108,2020-03-20 22:00,8.8,,2.9,38,,,5.9,9.1
108,2020-03-20 23:00,8.4,,2.2,45,,,5.4,9.1
108,2020-03-21 0:00,8.2,,1.9,42,,,5.3,9.1
108,2020-03-21 1:00,8.1,,1.1,44,,,4.8,9
108,2020-03-21 2:00,8.2,,1.9,48,,,5,9
108,2020-03-21 3:00,8.4,,1.5,49,,,5.9,8.9
108,2020-03-21 4:00,8.9,,1.7,52,,,6.8,8.8
108,2020-03-21 5:00,9,,0.4,52,,,7.1,8.7
108,2020-03-21 6:00,9,,0.4,50,,,7.2,8.7
108,2020-03-21 7:00,9.1,,1.1,57,0,,7.4,8.6
108,2020-03-21 8:00,9.6,,1.1,60,0,,8.4,8.6
108,2020-03-21 9:00,10.2,,1.5,56,0,,9.9,8.5
108,2020-03-21 10:00,11.3,,2.1,54,0,,13.7,8.5
108,2020-03-21 11:00,13.5,,2.2,51,0.6,,21.3,8.4
108,2020-03-21 12:00,15.1,,2.4,49,1,,25.4,8.4
108,2020-03-21 13:00,16.1,,1.8,43,1,,27.2,8.5
108,2020-03-21 14:00,17.3,,2.4,40,1,,29.4,8.6
108,2020-03-21 15:00,19,,2.5,39,1,,28.5,8.8
108,2020-03-21 16:00,19.2,,2.5,41,1,,23.5,9
108,2020-03-21 17:00,18.2,,3.9,47,0.5,,19.2,9.2
108,2020-03-21 18:00,16.2,,3.4,58,0,,16,9.5
108,2020-03-21 19:00,13.8,,2.8,69,0,,13.8,9.9
108,2020-03-21 20:00,12.8,,2.1,72,,,11.8,10
108,2020-03-21 21:00,12.6,,2.2,73,,,11.4,10.1
108,2020-03-21 22:00,12.5,,1.8,74,,,11.2,10.2
108,2020-03-21 23:00,12.3,,2.4,75,,,11,10.3
108,2020-03-22 0:00,11.9,,3.4,78,,,11,10.3
108,2020-03-22 1:00,11.2,,3.8,81,,,10.3,10.3
108,2020-03-22 2:00,10.1,,2.6,90,,,9.7,10.4
108,2020-03-22 3:00,9,,2.5,90,,,8.2,10.3
108,2020-03-22 4:00,8.3,,1.6,86,,,7,10.2
108,2020-03-22 5:00,7.5,,3.1,75,,,6,10.2
108,2020-03-22 6:00,6.7,,3.5,70,,,5.2,10.2
108,2020-03-22 7:00,6.1,,3.8,71,0.2,,4.7,10.2
108,2020-03-22 8:00,6.8,,0,57,1,,5.3,10
108,2020-03-22 9:00,8.6,,2.9,43,1,,9.2,9.8
108,2020-03-22 10:00,10.5,,3,41,1,,16.9,9.7
108,2020-03-22 11:00,13.6,,0.8,28,1,,24.2,9.6
108,2020-03-22 12:00,14.8,,5,16,1,,27.8,9.6
108,2020-03-22 13:00,15.3,,4.8,16,1,,30.2,9.7
108,2020-03-22 14:00,16.4,,2.9,14,1,,31.4,9.8
108,2020-03-22 15:00,16,,5.5,14,1,,29.1,10
108,2020-03-22 16:00,16.1,,4.6,15,1,,26.4,10.1
108,2020-03-22 17:00,15.4,,5.2,15,1,,19.5,10.4
108,2020-03-22 18:00,14.2,,5.2,16,1,,14.3,10.7
108,2020-03-22 19:00,12.4,,4.6,19,0.4,,11,10.9
108,2020-03-22 20:00,11.3,,3,22,,,9.2,11
108,2020-03-22 21:00,10.4,,2.4,24,,,7.9,11.1
108,2020-03-22 22:00,9.6,,3.1,25,,,7.1,11.2
108,2020-03-22 23:00,8.8,,3.1,26,,,6.3,11.2
108,2020-03-23 0:00,8.4,,2.1,27,,,5.4,11.1
108,2020-03-23 1:00,7.7,,2.3,28,,,4.8,11
108,2020-03-23 2:00,7.2,,1.1,31,,,4.2,10.9
108,2020-03-23 3:00,6.3,,0.1,32,,,3.4,10.8
108,2020-03-23 4:00,6.1,,0.1,33,,,2.8,10.6
108,2020-03-23 5:00,5.5,,0,36,,,2.5,10.5
108,2020-03-23 6:00,5.5,,0,37,,,2.3,10.3
108,2020-03-23 7:00,5.9,,2.8,42,0.1,,3.3,10.2
108,2020-03-23 8:00,6.7,,0.8,44,1,,4.9,10
108,2020-03-23 9:00,9,,0.7,45,1,,9.5,9.9
108,2020-03-23 10:00,11.2,,1.4,36,1,,17.1,9.7
108,2020-03-23 11:00,12.7,,2.3,36,1,,22.8,9.6
108,2020-03-23 12:00,14.5,,2.4,32,1,,27.9,9.6
108,2020-03-23 13:00,15.5,,2.3,29,1,,31,9.6
108,2020-03-23 14:00,16.4,,2.1,26,1,,31.4,9.7
108,2020-03-23 15:00,16.8,,3,21,1,,29.8,9.9
108,2020-03-23 16:00,16.5,,4.4,25,1,,26.1,10.1
108,2020-03-23 17:00,15.7,,4.1,32,1,,20.2,10.4
108,2020-03-23 18:00,14.3,,2.8,36,1,,14.9,10.6
108,2020-03-23 19:00,12,,1.7,42,0.4,,10.8,10.9
108,2020-03-23 20:00,10.8,,0.4,44,,,8.7,11
108,2020-03-23 21:00,9.9,,2.2,46,,,7.6,11.1
108,2020-03-23 22:00,9.7,,0.1,51,,,6.8,11.1
108,2020-03-23 23:00,8.9,,0.1,56,,,6.2,11.2
108,2020-03-24 0:00,8.6,,2.2,54,,,5.8,11.2
108,2020-03-24 1:00,8.2,,0.4,55,,,5.1,11
108,2020-03-24 2:00,7.5,,1,59,,,4.7,10.9
108,2020-03-24 3:00,7,,1.8,57,,,4.2,10.9
108,2020-03-24 4:00,6.4,,0,58,,,3.5,10.8
108,2020-03-24 5:00,6,,0.4,60,,,2.9,10.7
108,2020-03-24 6:00,5.3,,1.9,54,,,2.8,10.5
108,2020-03-24 7:00,5.4,,1.9,56,0.2,,2.8,10.4
108,2020-03-24 8:00,6.7,,1,46,1,,4.6,10.2
108,2020-03-24 9:00,10.2,,0.9,37,1,,10,10
108,2020-03-24 10:00,12.5,,0.9,26,1,,18.1,9.9
108,2020-03-24 11:00,14.8,,1.4,23,1,,24.8,9.8
108,2020-03-24 12:00,16,,1.7,21,1,,29.3,9.8
108,2020-03-24 13:00,16.5,,3.4,19,1,,31.8,9.8
108,2020-03-24 14:00,17.2,,1.6,17,1,,32.6,9.9
108,2020-03-24 15:00,17.6,,2.7,21,1,,30.1,10
108,2020-03-24 16:00,17.6,,3.5,20,1,,27.1,10.3
108,2020-03-24 17:00,16.8,,3.9,25,1,,21.1,10.6
108,2020-03-24 18:00,15.7,,2.8,25,1,,15.4,10.8
108,2020-03-24 19:00,13.9,,3.1,28,0.3,,11.5,11
108,2020-03-24 20:00,11.7,,3.1,29,,,9.6,11.2
108,2020-03-24 21:00,10.6,,2.5,33,,,8.4,11.3
108,2020-03-24 22:00,9.9,,1.6,35,,,7.1,11.4
108,2020-03-24 23:00,9.4,,1,32,,,6.2,11.4
108,2020-03-25 0:00,8.9,,0.7,32,,,5.2,11.3
108,2020-03-25 1:00,8.3,,1.2,33,,,4.6,11.3
108,2020-03-25 2:00,7.7,,1.1,36,,,4,11.2
108,2020-03-25 3:00,7.5,,0,38,,,3.8,11.1
108,2020-03-25 4:00,7,,1.2,39,,,3.5,11
108,2020-03-25 5:00,6.6,,1.7,42,,,3.5,10.9
108,2020-03-25 6:00,6.4,,1.3,43,,,3,10.7
108,2020-03-25 7:00,6.1,,1.4,44,0.2,,3.3,10.6
108,2020-03-25 8:00,8,,1.8,37,1,,5.7,10.4
108,2020-03-25 9:00,10.8,,2,31,1,,10.9,10.3
108,2020-03-25 10:00,13.2,,1.5,26,1,,18.6,10.2
108,2020-03-25 11:00,15.3,,1.1,24,1,,24.9,10
108,2020-03-25 12:00,17,,2,21,1,,29.4,10
108,2020-03-25 13:00,18.4,,2.6,18,1,,32.6,10
108,2020-03-25 14:00,19.1,,2.5,19,1,,33.2,10.1
108,2020-03-25 15:00,18.8,,3.7,19,1,,31.4,10.3
108,2020-03-25 16:00,17.7,,4.2,24,1,,24.3,10.6
108,2020-03-25 17:00,16.2,,3.5,35,0,,19.6,10.8
108,2020-03-25 18:00,15.3,,3.4,31,0,,15.8,11
108,2020-03-25 19:00,14.5,,2.3,33,0,,12.7,11.3
108,2020-03-25 20:00,13.9,,3.2,39,,,11.4,11.4
108,2020-03-25 21:00,12.9,,1,42,,,9.6,11.5
108,2020-03-25 22:00,12.4,,0.6,42,,,9.1,11.6
108,2020-03-25 23:00,11.6,,1.2,40,,,8.1,11.6
108,2020-03-26 0:00,11.2,,1.4,44,,,7.8,11.6
108,2020-03-26 1:00,11.1,,1.2,45,,,7.1,11.5
108,2020-03-26 2:00,10.5,,1,47,,,6.6,11.5
108,2020-03-26 3:00,10,,1.1,47,,,5.8,11.4
108,2020-03-26 4:00,9.2,,1.8,51,,,5.3,11.3
108,2020-03-26 5:00,8.9,,1.6,50,,,4.8,11.2
108,2020-03-26 6:00,8.3,,1.6,53,,,4.8,11.1
108,2020-03-26 7:00,8.3,,1.6,52,0.1,,5.5,11
108,2020-03-26 8:00,10.3,,2,40,1,,7.7,10.9
108,2020-03-26 9:00,13.4,,2.4,34,1,,13.2,10.7
108,2020-03-26 10:00,16.3,,2.7,30,1,,21.7,10.6
108,2020-03-26 11:00,18.2,,2.2,28,0.3,,25.9,10.5
108,2020-03-26 12:00,20.1,,2,27,0.9,,29.9,10.5
108,2020-03-26 13:00,20.3,,2,27,0,,26.6,10.6
108,2020-03-26 14:00,20.5,,2,27,0,,24.9,10.7
108,2020-03-26 15:00,20.2,,1.2,30,0,,21.4,10.9
108,2020-03-26 16:00,19.6,,1.1,35,0,,18.2,11.1
108,2020-03-26 17:00,18.8,,1.3,48,0,,17.2,11.3
108,2020-03-26 18:00,17.7,0,3.4,58,0,,16,11.4
108,2020-03-26 19:00,15.7,,1.1,83,0,,14.5,11.5
108,2020-03-26 20:00,15.1,,2.6,88,,,13.7,11.6
108,2020-03-26 21:00,14.8,0.2,2.6,85,,,13.4,11.7
108,2020-03-26 22:00,14.4,,2.8,93,,,13.3,11.8
108,2020-03-26 23:00,14.1,,1.6,95,,,13.2,11.8
108,2020-03-27 0:00,14,1.6,2,96,,,13.1,11.8
108,2020-03-27 1:00,14,,0.9,96,,,12.9,11.8
108,2020-03-27 2:00,13.9,,0,96,,,12.9,11.9
108,2020-03-27 3:00,13.2,1.3,3.4,96,,,12.6,11.8
108,2020-03-27 4:00,12.6,,2.6,94,,,12.2,11.8
108,2020-03-27 5:00,12.5,,2.4,93,,,12,11.8
108,2020-03-27 6:00,12.4,0.7,1.6,93,,,11.8,11.8
108,2020-03-27 7:00,12.2,,4,90,0,,11.6,11.7
108,2020-03-27 8:00,12.2,,2,85,0,,12.1,11.7
108,2020-03-27 9:00,12.1,,3,81,0,,12.9,11.7
108,2020-03-27 10:00,12.2,,4,80,0.4,,15.4,11.6
108,2020-03-27 11:00,13.3,,3.9,69,0.7,,18.7,11.6
108,2020-03-27 12:00,12.8,,3.3,62,0.1,,17.8,11.6
108,2020-03-27 13:00,14.9,,3.2,51,0.7,,24.8,11.6
108,2020-03-27 14:00,15.3,,3.6,40,1,,25.2,11.7
108,2020-03-27 15:00,15.7,,4.9,33,1,,24.7,11.8
108,2020-03-27 16:00,15.6,,4.5,32,1,,23.1,12
108,2020-03-27 17:00,15,,4,28,1,,18.3,12.2
108,2020-03-27 18:00,13.5,,4.3,27,1,,13.9,12.4
108,2020-03-27 19:00,11.4,,4.2,30,0.5,,10.4,12.6
108,2020-03-27 20:00,9.7,,4.6,30,,,8.5,12.7
108,2020-03-27 21:00,8.8,,3.5,30,,,7.2,12.7
108,2020-03-27 22:00,8.1,,5.5,28,,,6.3,12.7
108,2020-03-27 23:00,7.3,,1.5,28,,,5.4,12.6
108,2020-03-28 0:00,6.7,,2.4,29,,,4.7,12.5
108,2020-03-28 1:00,6.4,,2.6,28,,,4.3,12.4
108,2020-03-28 2:00,5.9,,1.5,25,,,3.5,12.3
108,2020-03-28 3:00,6.2,,3.1,18,,,3.5,12.1
108,2020-03-28 4:00,5.8,,3,17,,,2.8,12
108,2020-03-28 5:00,5.1,,3.4,15,,,2.1,11.8
108,2020-03-28 6:00,4.8,,5.3,15,,,1.8,11.6
108,2020-03-28 7:00,4.6,,3.8,17,0,,2.6,11.5
108,2020-03-28 8:00,4.9,,2.6,17,0,,4.9,11.3
108,2020-03-28 9:00,5.6,,2.5,18,0,,8,11.1
108,2020-03-28 10:00,6.9,,2.2,17,0.7,,12.4,10.9
108,2020-03-28 11:00,8.7,,2.2,15,1,,17.9,10.8
108,2020-03-28 12:00,9.9,,2.9,14,1,,22.4,10.7
108,2020-03-28 13:00,10.5,,5.2,13,1,,24.5,10.6
108,2020-03-28 14:00,12,,3,12,1,,27.3,10.7
108,2020-03-28 15:00,12.3,,3.9,12,1,,26,10.8
108,2020-03-28 16:00,12.1,,4.5,13,1,,21.6,11
108,2020-03-28 17:00,11,,4.4,13,0.9,,16.2,11.2
108,2020-03-28 18:00,10.5,,4.2,13,1,,12.3,11.3
108,2020-03-28 19:00,9.3,,3.3,15,0.5,,8.7,11.5
108,2020-03-28 20:00,8.3,,3.1,17,,,6.9,11.6
108,2020-03-28 21:00,7.4,,3.7,22,,,5.8,11.7
108,2020-03-28 22:00,6.4,,2.8,26,,,4.8,11.7
108,2020-03-28 23:00,5.5,,3.1,28,,,4.1,11.7
108,2020-03-29 0:00,4.6,,1.2,31,,,3.1,11.6
108,2020-03-29 1:00,3.6,,0,32,,,2.1,11.5
108,2020-03-29 2:00,3.3,,0.9,32,,,1.6,11.3
108,2020-03-29 3:00,2.7,,1.6,33,,,1,11.2
108,2020-03-29 4:00,2.5,,1.2,34,,,0.4,11.1
108,2020-03-29 5:00,1.9,,1.8,34,,,0.3,10.9
108,2020-03-29 6:00,1.5,,1.9,38,,,0,10.7
108,2020-03-29 7:00,1.6,,1.7,35,0.3,,0.4,10.6
108,2020-03-29 8:00,4.3,,3.5,30,1,,2.3,10.3
108,2020-03-29 9:00,7.4,,2.6,26,1,,7.8,10.2
108,2020-03-29 10:00,9.9,,2.6,27,1,,15.6,10
108,2020-03-29 11:00,11.5,,1.3,25,1,,22.5,9.8
108,2020-03-29 12:00,13.2,,1.6,23,1,,27.3,9.8
108,2020-03-29 13:00,14.3,,1.9,20,1,,30.6,9.8
108,2020-03-29 14:00,15.6,,2.4,19,1,,31.6,9.9
108,2020-03-29 15:00,15.9,,1.2,19,1,,30.7,10.1
108,2020-03-29 16:00,15.8,,2.7,20,1,,27.2,10.4
108,2020-03-29 17:00,14.8,,2.9,28,1,,20.9,10.7
108,2020-03-29 18:00,12.6,,4.4,34,1,,14.9,11
108,2020-03-29 19:00,11.2,,3.4,34,0.3,,11.1,11.2
108,2020-03-29 20:00,10.1,,3.3,34,,,9.2,11.4
108,2020-03-29 21:00,9.3,,0.7,31,,,7.8,11.6
108,2020-03-29 22:00,8.5,,0.9,34,,,6.4,11.6
108,2020-03-29 23:00,8.1,,0.9,34,,,5.7,11.6
108,2020-03-30 0:00,7.3,,0,41,,,4.7,11.6
108,2020-03-30 1:00,6.9,,0.3,38,,,4.2,11.5
108,2020-03-30 2:00,6.5,,2.3,42,,,4,11.4
108,2020-03-30 3:00,6.2,,1.9,57,,,4,11.3
108,2020-03-30 4:00,5.5,,0.7,61,,,3.5,11.2
108,2020-03-30 5:00,5.1,,0.5,67,,,2.5,11
108,2020-03-30 6:00,4.7,,1,67,,,1.9,11
108,2020-03-30 7:00,4.4,,0.2,69,0.2,,2,10.8
108,2020-03-30 8:00,6,,1.2,56,1,,4.4,10.7
108,2020-03-30 9:00,8.7,,1.5,37,1,,9.8,10.5
108,2020-03-30 10:00,10.6,,1.2,30,1,,17.5,10.4
108,2020-03-30 11:00,12.4,,2.5,28,1,,23.9,10.2
108,2020-03-30 12:00,13.8,,2.7,22,1,,28.8,10.2
108,2020-03-30 13:00,14.9,,2.7,19,1,,31.9,10.3
108,2020-03-30 14:00,15.7,,1.7,14,1,,32.8,10.4
108,2020-03-30 15:00,16.8,,2.3,15,1,,31.7,10.5
